,x,y,s,R
0,0.0213082057601286,0.0288640820889453,0.12327106220340402,18.9750988507575
1,0.1505705870158458,0.0101273838971276,0.12327106220340402,18.9750988507575
2,0.2760608618096491,-0.0088663790879441,0.12327106220340402,18.9750988507575
3,0.3978193059439077,-0.0281182896102828,0.11966818691291993,17.482096540018933
4,0.5158861952209904,-0.0476294304139012,0.1161113355751477,16.085240546756587
5,0.6303018054432665,-0.067400884242812,0.11260095909345147,14.779766600402613
6,0.741106412413105,-0.0874337338410281,0.1091375520158639,13.561089631074829
7,0.8483402919328752,-0.107729061952562,0.10572165759436,12.424797916830983
8,0.9520437198049464,-0.1282879513214268,0.10235387351632201,11.36664743354533
9,1.0522569718316872,-0.149111484691635,0.09903485840530434,10.382556402123772
10,1.1490203238154664,-0.1702007448071995,0.09576533920223969,9.468600026681912
11,1.2423740515586543,-0.191556814412133,0.09254611955390019,8.621005418921705
12,1.3323584308636196,-0.2131807762504484,0.08937808935267237,7.836146704037061
13,1.4190137375327303,-0.2350737130661583,0.08626223559023918,7.110540304971531
14,1.502380247368357,-0.2572367076032756,0.083199654707167,6.440840402449484
15,1.582498236172868,-0.2796708426058131,0.08019156663976712,5.823834569348071
16,1.6594079797486327,-0.3023772008177833,0.07723933078331606,5.256439579398633
17,1.7331497538980198,-0.3253568649831992,0.0743444641045601,4.735697391630244
18,1.8037638344234,-0.3486109178460737,0.07150866164244306,4.258771313973225
19,1.8712904971271396,-0.3721404421504192,0.06873381962878908,3.822942351292055
20,1.9357700178116095,-0.3959465206402487,0.06602206143167834,3.42560574610743
21,1.9972426722791792,-0.420030236059575,0.06337576646188064,3.0642677230548228
22,2.0557487363322173,-0.4443926711524107,0.06079760206971399,2.736542452131684
23,2.111328485773092,-0.4690349086627688,0.05829055827310586,2.4401492499954363
24,2.164022196404173,-0.4939580313346619,0.055857984866158054,2.1729100439487667
25,2.213870144027831,-0.5191631219121027,0.0535036300211801,1.9327471291961325
26,2.260912604446433,-0.5446512631391042,0.05123167886704275,1.71768125677517
27,2.3051898534623496,-0.5704235377596789,0.04904678964825057,1.5258300969773309
28,2.346742166877948,-0.5964810285178398,0.046954123890512595,1.3554071306034774
29,2.3856098204955987,-0.6228248181575996,0.04495936548794689,1.204721027380863
30,2.4218330901176697,-0.6494559894229709,0.0430687218048183,1.0721755758422473
31,2.455452251546532,-0.6763756250579668,0.04128889787228954,0.9562702300362937
32,2.4865075805845542,-0.7035848078065999,0.03962703284998273,0.8556013325497627
33,2.515039353034105,-0.7310846204128828,0.038090586649782904,0.7688640567570869
34,2.5410878446975533,-0.7588761456208284,0.0366871648174768,0.6948550794121753
35,2.5646933313772675,-0.7869604661744495,0.035424272522848035,0.6324759434077636
36,2.5858960888756184,-0.815338664817759,0.03430899493870236,0.5807369971888924
37,2.6047363929949743,-0.8440118242947696,0.0333476120600471,0.5387617035833715
38,2.621254519537702,-0.8729810273494936,0.0325451706222201,0.5057910054470961
39,2.635490744306176,-0.9022473567259444,0.03190505185062024,0.48118733639932093
40,2.6474853431027605,-0.9318118951681346,0.031428586923188305,0.46443779842034094
41,2.657278591729828,-0.9616757254200772,0.03111477680290115,0.45515602391059223
42,2.6649107659897444,-0.991839930225784,0.030960165203962074,0.45308232086419276
43,2.670422141684881,-1.0223055923292683,0.03095889234288818,0.45808187064813694
44,2.673852994617606,-1.053073794474544,0.03110292734645482,0.4701409870397712
45,2.675243600590289,-1.0841456194056225,0.0313824471590746,0.4893617080799252
46,2.6746342354053008,-1.1155221498665169,0.03178630825478588,0.515955224703015
47,2.672065174865006,-1.1472044686012397,0.03230254966055879,0.5502348073100961
48,2.6675766947717787,-1.179193658353804,0.03291887167882635,0.5926089531165353
49,2.6612090709279834,-1.2114908018682229,0.0336230498772388,0.6435754510176741
50,2.653002579135993,-1.2440969818885086,0.034403262377946456,0.7037169756328209
51,2.642997495198176,-1.2770132811586736,0.035248325157807694,0.7736987146301777
52,2.631234094916899,-1.3102407824227318,0.03614784214451082,0.8542684365034892
53,2.617752654094533,-1.3437805684246955,0.037092283753450146,0.94625934281454
54,2.6025934485334483,-1.377633721908577,0.038073009984909756,1.050596032486234
55,2.5857967540360107,-1.4118013256183894,0.03908225368665248,1.1683039416023657
56,2.567402846404592,-1.446284462298145,0.04011307743620054,1.3005227129906516
57,2.547452001441561,-1.4810842146918577,0.04115931473331605,1.4485240991861845
58,2.5259844949492853,-1.5162016655435393,0.042215503459333885,1.6137352180907945
59,2.5030406027301355,-1.5516378975972025,0.043276817184970735,1.7977682777626618
60,2.478660600586481,-1.5873939935968608,0.044338998008896,2.0024582906504476
61,2.452884764320689,-1.6234710362865266,0.04539829317961812,2.2299108480064085
62,2.4257533697351303,-1.6598701084102123,0.046451396729154,2.4825627833363484
63,2.397306692632174,-1.6965922927119312,0.047495396646067535,2.7632596122675337
64,2.3675850088141885,-1.7336386719356958,0.04852772765817965,3.075355137087594
65,2.336628594083543,-1.7710103288255197,0.04954612941362758,3.4228407674524406
66,2.3044777242426067,-1.8087083461254136,0.05054860968953504,3.8105152803993683
67,2.271172675093748,-1.846733806579392,0.05153341218007812,4.244210479673402
68,2.236753722439337,-1.885087792931468,0.052498988391342954,4.731095429367756
69,2.2012611420817434,-1.9237713879256528,0.05344397317855832,5.280093166859243
70,2.164735209823336,-1.9627856743059608,0.05436716348838759,5.90246170019001
71,2.127216201466482,-2.002131734816403,0.05526749990582892,6.612620392044486
72,2.088744392813552,-2.0418106522009936,0.05614405064588698,7.4293522300513235
73,2.0493600596669155,-2.0818235092037454,0.05699599767109978,8.37759862330424
74,2.0091034778289414,-2.12217138856867,0.05782262465501407,9.491219470946236
75,1.968014923101998,-2.1628553730397813,0.05862330654765523,10.817387040815543
76,1.9261346712884548,-2.2038765453610907,0.059397500531569114,12.423872696703892
