,x,y,s,R,vx_entry,time,acceleration,vel_fi,vel_ri,vx_max,vx_exit,energy_spent,lateral_acc,time_total,pot
748,26.37152512304763,-27.56428616530767,0.061254193801568,367.9645788975758,20.257723691316208,0.003022220859801762,6.760076956215885,33.29511773786174,33.29511773786174,33.29511773786174,20.278158127450588,111.80242727718165,1.1163830766998957,5.273814227922448,46.197234112552465
749,26.42764872369544,-27.588826289769568,0.0612518868191995,369.2629802964008,20.278158127450588,0.003019064460443595,6.761397357213689,33.29511773786174,33.29511773786174,33.29511773786174,20.29857524259457,111.82005332919563,1.1147010253113805,5.276833292382891,46.258485999371665
750,26.48377428038946,-27.613356180203443,0.0612495991899129,370.5712871153791,20.29857524259457,0.003015917928533695,6.762729120722598,33.29511773786174,33.29511773786174,33.29511773786174,20.318975129335975,111.83790098003703,1.1130013681434032,5.279849210311426,46.31973559856158
751,26.53990179450193,-27.637875877601243,0.0612473308954848,371.88960535530725,20.318975129335975,0.00301278121174841,6.764072240958298,33.29511773786174,33.29511773786174,33.29511773786174,20.33935787981147,111.8559701005928,1.1112841144775607,5.282861991523173,46.38098292945706
752,26.596031267405017,-27.66238542295489,0.0612450819178506,373.21804766502703,20.33935787981147,0.003009654258153702,6.765426708056468,33.29511773786174,33.29511773786174,33.29511773786174,20.35972358572665,111.87426049491583,1.1095492584707374,5.285871645781327,46.442228011374915
753,26.65216270047094,-27.686884857256324,0.0612428522389463,374.55672719642274,20.35972358572665,0.0030065370161924993,6.766792517779516,33.29511773786174,33.29511773786174,33.29511773786174,20.380072338359263,111.89277206045413,1.1077967978037282,5.28887818279752,46.50347086361386
754,26.708296095071887,-27.711374221497472,0.0612406418408171,375.9057602010175,20.380072338359263,0.003003429434686066,6.768169665970939,33.29511773786174,33.29511773786174,33.29511773786174,20.40040422856783,111.91150469653444,1.1060267260445589,5.291881612232206,46.56471150545468
755,26.76443145258008,-27.73585355667028,0.0612384507054907,377.265258746631,20.40040422856783,0.00300033146282551,6.769558150345888,33.29511773786174,33.29511773786174,33.29511773786174,20.420719346772383,111.93045833373554,1.1042390541666043,5.294881943695032,46.62594995616017
756,26.82056877436769,-27.76032290376666,0.0612362788151471,378.6353391765992,20.420719346772383,0.002997243050178009,6.770957961232184,33.29511773786174,33.29511773786174,33.29511773786174,20.441017782961037,111.94963278110657,1.1024337855589592,5.2978791867452095,46.687186234975314
757,26.876708061806923,-27.78478230377855,0.0612341261520123,380.0161234749292,20.441017782961037,0.0029941641466766887,6.772369090137565,33.29511773786174,33.29511773786174,33.29511773786174,20.461299626709284,111.96902786763755,1.1006109123629015,5.300873350891886,46.74842036112733
758,26.93284931627,-27.8092317976979,0.0612319926982908,381.4077329922754,20.461299626709284,0.002991094702613107,6.773791534027108,33.29511773786174,33.29511773786174,33.29511773786174,20.481564967177867,111.98864351284881,1.0987704339409188,5.303864445594499,46.80965235382562
759,26.9889925391291,-27.833671426516627,0.0612298784363519,382.810294505042,20.481564967177867,0.0029880346686424926,6.775225288213144,33.29511773786174,33.29511773786174,33.29511773786174,20.50181389312801,112.00847960957078,1.0969123394258955,5.306852480263142,46.87088223226197
